sold_date|city|num_bed|year_built|askprice|longtitude|num_room|num_bath|living_area|data_code|address|latitude|property_type|num_parking|sellingprice 
2014-02-15|Mercier / Hochelaga / Maisonneuve|| 1992||-73.549715399999970000|3|1|64.01|455202|401-4800, rue Bossuet|45.576832100000000000|Condo||
2013-07-08|Lasalle|4| 1956|449000|-73.618088899999970000|8|1|179.49|438363|8543, terrasse George|45.421037000000000000|Maison à paliers multiples||
2014-01-24|Le Plateau-Mont-Royal|||165000|-73.565858602523750000|1|1||438125|416-3535, avenue Papineau|45.528978578894790000|Condo||
2013-07-09|Ville-Marie (Centre-Ville et Vieux Mtl)|1| 1991|179900|-73.555368201896270000|3|1||438194|1123, rue Saint-André|45.515417812413190000|Condo||
2013-10-18|Mercier / Hochelaga / Maisonneuve|1| 2013|238500|-73.557630700000000000|4|1|65.40|437842|201-3100, rue Sherbrooke Est|45.542569400000000000|Condo|1|
2013-08-15|Côte-des-Neiges / Notre-Dame-de-Grâce|| 1931||-73.630361800000000000|6|1|93.80|436403|5144, avenue Coolbrooke|45.482842000000000000|Condo||
2014-04-14|Pointe-Aux-Trembles / Montréal-Est|| 1958||-73.495301100000000000|7|1|95.32|435549|1010, 57e avenue|45.673387200000000000|Bungalow||
2013-10-21|Le Plateau-Mont-Royal|2| 1930|249000|-73.584565300000010000||1|74.32|435032|1023, boulevard St-Joseph Est, app. 1|45.529968800000000000|Condo||
2013-11-15|Le Sud-Ouest|1| 1986|258000|-73.570426600000020000|4|1|74.42|400942|3-675, rue Richmond|45.490411500000000000|Condo||
2013-06-24|Pierrefonds / Roxboro|| 1954||-73.783094899999980000|11|2|170.01|436778|4841, boulevard Lalande|45.507915800000000000|Maison à paliers multiples||
2014-02-12|Le Sud-Ouest|2| 2009|269500|-73.588013648986820000|4|1| 71|439233|3-634, rue Saint-Philippe|45.476668741293636000|Condo||
2013-07-22|Rosemont / La Petite Patrie|||839000|-73.613664700000010000||||438749|7021-29, rue Drolet|45.536854100000000000|Quintuplex||
2013-08-01|Pointe-Aux-Trembles / Montréal-Est|| 1963||-73.509738099999990000|9|1|119.66|437539|12255, rue Gratton|45.645868600000000000|Jumelé||
2013-11-07|Ahuntsic / Cartierville|1| 2012|275000|-73.652763300000000000|||109.07|435849|La Fabrique 125 - 9315, avenue de l'Esplanade|45.541140100000000000|Condo||
2013-10-08|Villeray / St-Michel / Parc-Extension|2||310000|-73.616944399999970000|6|1|92.90|437462|7197, avenue de Gaspé|45.536859600000000000|Condo||
2013-08-11|Le Plateau-Mont-Royal|2||420000|-73.581334200000010000||2||392449|4306, avenue Laval|45.521053500000010000|Duplex||
2014-04-03|Ville-Marie (Centre-Ville et Vieux Mtl)|| 2011|239000|-73.563584089279120000|2|1|50.17|438409|1061, rue Saint-Alexandre, app. 610|45.503639962572110000|Condo||
2013-09-01|Le Sud-Ouest|2| 2011|259500|-73.564708209787000000|5|1|80.83|435378|200-2356, rue Mullins|45.478322159969050000|Condo||
2014-03-09|Villeray / St-Michel / Parc-Extension|3| 1924|319000|-73.623525100000000000|7|1|104.05|329715|7724, rue Saint-Denis|45.540977300000000000|Condo|1|
2013-09-06|Rivière des Prairies|2| 1993||-73.601932299999990000|4|1||437286|1-12265, rue René Chopin|45.632503799999990000|Condo|1|
2013-09-09|Mercier / Hochelaga / Maisonneuve|3| 2013|329000|-73.554904460906980000||2||441179|2665, rue Joliette - Unité 301|45.547927154855170000|Condo||
2013-07-05|Rosemont / La Petite Patrie|1||184500|-73.569575900000000000|3|1|57.51|441090|Le 5330 D'Orléans - Avenue d'Orléans|45.557578400000000000|Condo||
2013-07-25|Villeray / St-Michel / Parc-Extension|| 1914||-73.630607128143310000|7|1|104.98|434990|8223, rue Berri|45.543704388527836000|Condo||
2013-07-26|Rosemont / La Petite Patrie|2|||-73.602982199999990000||1||438746|6555-57-59, rue Boyer|45.537392500000000000|Triplex||
2013-11-07|Lachine|| 2011|245100|-73.684598922991430000||||436063|VersO LACHINE, Phase II - Coin/Corner Remembrance et 21e Avenue |45.437216823651380000|Condo||
2013-10-03|Le Plateau-Mont-Royal|1| 2013|199000|-73.583655900000000000||1|69.14|439855|1809-B, rue Masson, unité 205|45.537253400000000000|Condo||
2013-10-15|Anjou|| 2013||-73.555710500000030000|9|2|193.70|439491|8201, avenue Vaujours|45.606968400000000000|Maison 2 étages||
2014-04-30|Pointe-Aux-Trembles / Montréal-Est|2| 2004|20999999|-73.501861500000020000|4|1|115.01|439184|7-14640, rue sherbrooke|45.678413900000000000|Condo||
2013-11-15|Ahuntsic / Cartierville|1| 2005|194000|-73.630801300000030000||1|62.25|438724|204-8580, rue Raymond-Pelletier|45.551749800000000000|Condo||
2013-08-25|Lachine|| 1966||-73.698471100000000000|7|1|136.75|438353|845, 37e avenue|45.445648700000000000|Maison à paliers multiples||
2013-10-24|Le Plateau-Mont-Royal|2| 2001|455000|-73.579106000000000000|7|2|124.30|437441|L-4520, rue de la Roche|45.528975000000000000|Condo||
2014-05-03|Pointe-Claire|| 1957||-73.809664099999960000|9|2|147.07|416714|119, avenue de Spartan Crescent|45.459540900000000000|Maison à paliers multiples||
2013-07-26|Le Plateau-Mont-Royal|1| 1874|385000|-73.579008700000030000|5|1|85.47|420196|4-3619, rue University|45.507697100000000000|Condo|9|
2013-08-18|Mercier / Hochelaga / Maisonneuve||||-73.554705199999940000|6|1|110.93|439569|2673, rue Aylwin|45.547311513506420000|Condo||
2013-08-23|Rosemont / La Petite Patrie|| 1947||-73.578655799999980000|8|2|153.29|436983|5770, 12ieme avenue|45.553322200000000000|Maison en rangée / de ville||
2013-08-13|Rivière des Prairies|2| 1983|155000|-73.583770399999990000|5|1|83.33|430053|1-8715, boulevard Perras|45.645812000000000000|Condo||
2013-08-21|Lachine|| 2007||-73.693493199999980000|7|2|136.10|438932|907, rue Gameroff|45.444947600000000000|Maison en rangée / de ville||
2013-08-07|Rosemont / La Petite Patrie|| 2007||-73.615234200000030000|1|1|72.46|430866|2-51, avenue Beaumont|45.532371800000000000|Condo||
2013-10-30|Pierrefonds / Roxboro|| 1985|359900|-73.870422286369320000|7|1|109.25|257610|17285, rue Marcel Libersan|45.460196122275086000|Bungalow||
2014-02-22|Pointe-Claire|3| 1956|379500|-73.818643100000030000|7|2|125.42|439667|11, avenue Aurora|45.444020800000000000|Bungalow||
2013-07-17|Ahuntsic / Cartierville|4||495000|-73.692943000000010000||2||440385|11909, 11911, 11913, avenue de Boulogne|45.542384700000000000|Triplex||
2014-04-06|Pointe-Aux-Trembles / Montréal-Est|2| 2012|199900|-73.497748500000000000|4|1||433196|302-901, 7e avenue|45.638662000000000000|Condo||
2013-11-05|Villeray / St-Michel / Parc-Extension|1| 2010|140500|-73.598977359248070000|3|1||440764|2-7600, 18e avenue|45.566124452571714000|Condo||
2013-08-30|Le Sud-Ouest|1| 2009||-73.564953400000040000||1| 49.3|439903|302-1984, rue Augustin-Cantin|45.483126600000010000|Condo||
2013-11-07|Lachine|1| 2013|211900|-73.662969589495330000||1|83.89|436061|Le Via3 - 831, avenue George V|45.443495094319400000|Condo||
2013-12-22|Mercier / Hochelaga / Maisonneuve|3| 2007|369000|-73.543384100000030000|5|1|112.41|441035|8-2145, avenue Desjardins|45.551978000000000000|Condo||
2013-10-09|Villeray / St-Michel / Parc-Extension|2| 2011|282500|-73.618959099999980000|6|1|87.80|426234|A-7557, rue Saint-André|45.543783500000000000|Condo||
2014-01-16|Villeray / St-Michel / Parc-Extension|3| 2004|445000|-73.623063800000010000|5|1|107.30|439539|402-154, rue Gary Carter|45.534827100000000000|Condo|1|
2013-10-24|Mercier / Hochelaga / Maisonneuve|2| 2011|289000|-73.546033999999960000|5|1|81.75|435793|401-1860, rue Darling|45.542202400000000000|Condo||
2013-08-08|Pierrefonds / Roxboro|| 1998|349900|-73.832166100000000000||3|157.38|375097|4951, rue Bastien|45.504786000000000000|Jumelé||
2013-09-23|Beaconsfield / Baie-D'Urfé|| 1959|419000|-73.897518100000010000|12|2|102.19|441990|133, route Devon|45.423347400000000000|Bungalow||
2013-09-13|Griffintown|1||279900|-73.564281463623050000||1||458862|Le Canal - Bureau des ventes: 50 rue des Seigneurs|45.489501613357890000|Condo||
2014-04-26|Verdun|2| 2008|313000|-73.576254599999970000|5|1||442820|201-5030, avenue Bannantyne|45.456417700000000000|Condo||
2014-03-05|Saint-Laurent|| 1955|495000|-73.691457099999980000|8|2|91.79|308598|840, rue Brunet|45.502482699999990000|Maison à paliers multiples||
2013-07-26|Verdun|2|||-73.576780603704830000|5|1||442407|5435, rue Bannantyne|45.452730906344605000|Condo||
2014-02-04|Le Plateau-Mont-Royal|2||350000|-73.569491400000000000|5|1| 88|441370|3454, rue de Bullion|45.514291500000000000|Condo||
2013-10-07|Kirkland|| 1990|580000|-73.887222500000010000|11|2|250.84|430817|144, rue Jacques Chan|45.447251900000000000|Maison 2 étages||
2013-09-22|Rosemont / La Petite Patrie|2| 1910|370000|-73.603117200000040000|5|1|87.42|443115|6635, rue de la Roche|45.539623700000000000|Condo||
2013-08-01|Mercier / Hochelaga / Maisonneuve|1| 1988|154000|-73.521147100000010000|3|1||443596|2191, rue de Bruxelles|45.591459500000000000|Condo|1|
2013-09-11|L'Ile Des Soeurs|2| 2012|505000|-73.538614511708150000|4|2||458276|211, chemin de la Rotonde, unité 402|45.473503952899960000|Condo|1|
2013-09-26|Rosemont / La Petite Patrie|1||179900|-73.569575900000000000|3|1|57.51|462644|Le 5330 D'Orléans - Avenue d'Orléans|45.557578400000000000|Condo||
2013-09-18|Verdun|| 1929|279000|-73.564242799999990000|5|1|97.55|439687|3026, rue de Rushbrooke|45.472315300000010000|Condo||
2013-08-30|Le Plateau-Mont-Royal|1||209000|-73.569953800000010000|3|1||441293|4484, rue Fullum|45.537378100000000000|Condo||
2013-12-30|Verdun|3||346900|-73.576625999999980000|6|1|150.97|441530|5431, rue Bannantyne|45.452887800000000000|Condo||
2014-05-06|Pierrefonds / Roxboro|| 1958|305000|-73.836812303408860000|10|2|109.00|428424|5062, rue Léger|45.508122137972560000|Bungalow||
2013-08-20|Anjou|2| 2001||-73.562316099999980000|5|1||441022|301-7280, rue de Beaufort|45.595360700000000000|Condo|1|
2013-08-30|Pierrefonds / Roxboro|| 1981|349900|-73.876153400000020000|8|1|202.90|441372|4785, rue O'Connell|45.463820100000000000|Jumelé||
2013-09-18|Pointe-Aux-Trembles / Montréal-Est|| 1954|399000|-73.491581399999970000|14|2|148.64|443397|45, 39e avenue|45.660469900000000000|Bungalow||
2013-12-21|Saint-Laurent|2||434000|-73.710763700000030000|5|1||422846|104-2485, rue des Nations|45.513483800000000000|Condo|1|
2013-07-10|Anjou|2| 1987|229000|-73.579092000000000000|4|1||437569|202-7031, avenue Lionnaise|45.601995000000000000|Condo||
2013-06-16|Ahuntsic / Cartierville|| 1984||-73.725335299999980000|8|2|148.64|416085|2400, rue Robitaille|45.523115500000000000|Jumelé||
2013-06-18|Rosemont / La Petite Patrie|1| 2008|248000|-73.619719000000030000||1|62.71|434133|210-7140, rue Alexandra|45.532100600000000000|Condo||
2013-08-08|Le Sud-Ouest|2| 2007|389000|-73.581114099999980000|4|1||435035|510-4150, rue Saint-Ambroise|45.474638400000000000|Condo|1|
2013-09-29|Pointe-Aux-Trembles / Montréal-Est|| 2003|557500|-73.504047244457980000||2|177.91|432436|3505, rue Jules Huot|45.685526067041565000|Maison 2 étages||
2013-09-13|Ville-Marie (Centre-Ville et Vieux Mtl)|1| 2011||-73.561856746673580000|3|1|52.03|406734|847-950, rue Notre-Dame Ouest|45.496544910288180000|Condo|1|
2013-06-07|Mercier / Hochelaga / Maisonneuve|2| 1936||-73.539436499999970000|4|1|167.23|426393|4215, rue Boulianne|45.551523100000000000|Bungalow||
2013-10-01|Villeray / St-Michel / Parc-Extension|2| 1942|369000|-73.601116999999990000|5|1|83.89|427292|7045, avenue Louis Hébert|45.552413000000000000|Condo||
2014-11-10|Anjou|| 1981|379000|-73.554461600000000000|10|2|119.66|364333|7751, avenue Mousseau|45.615140900000000000|Maison 2 étages||
2014-02-13|Villeray / St-Michel / Parc-Extension|3| 2010|347000|-73.618774700000020000||1|98.85|429769|301-7543, rue St-André|45.543703099999990000|Condo||
2013-08-07|Le Plateau-Mont-Royal|2| 1910|360000|-73.580733500000010000|5|1|92.90|443570|1322, rue Gilford|45.531683600000000000|Condo||
2013-06-07|Anjou|3||495500|-73.557051099999960000||||417900|8457, avenue du Chardonnet|45.611621700000000000|Duplex||
2013-08-13|L'Ile Des Soeurs|2| 2013|411000|-73.538487195837660000|5|1||412874| 211, chemin de la Rotonde, unité 406|45.474549958122830000|Condo|1|
2014-03-29|Rosemont / La Petite Patrie|2| 2012||-73.572771999999980000|4|1|94.30|426750|5383, 12e avenue|45.551593300000000000|Condo||
2013-07-22|Ahuntsic / Cartierville|| 2008|479000|-73.659294600000010000|7|2|95.88|408808|10385, rue Chambord|45.560080500000000000|Maison en rangée / de ville||
2013-06-13|Rosemont / La Petite Patrie|2| 2009|319000|-73.571685699999990000|5|1|78.13|392308|402-5315, 12 avenue|45.551270800000000000|Condo||
2013-06-26|Villeray / St-Michel / Parc-Extension|| 2005||-73.598818199999980000|4|1|80.45|430879|1-7012, rue Molson|45.553297900000000000|Condo||
2013-06-15|Rosemont / La Petite Patrie|4| 1947|479000|-73.576641082763670000|11|3|159.61|434766|5719, 15e avenue|45.555410139429500000|Maison en rangée / de ville||
2013-09-27|Rosemont / La Petite Patrie|| 1999||-73.563127200000000000|9|1|117.06|426649|4246, avenue du Midway|45.545750899999990000|Maison en rangée / de ville||
2014-08-07|Mont-Royal|2| 2011||-73.661773770920030000||2||431416|612-905, rue Plymouth|45.503590655085100000|Condo|2|
2013-08-01|Anjou|5| 1958|337000|-73.546906299999990000||2||428566|8121, boulevard Yves Prévost|45.601796200000000000|Bungalow||
2013-08-21|Pierrefonds / Roxboro|3| 1993|325000|-73.784120900000000000||1|148.64|434906|9421, avenue Cérès|45.502633499999990000|Jumelé||
2013-06-07|Rosemont / La Petite Patrie|1| 1924||-73.604579300000010000|5|1|70.61|426738|6819, rue de Lanaudière|45.543233900000000000|Condo|1|
2013-06-10|Le Plateau-Mont-Royal|| 1908||-73.575478100000000000|7|1|154.22|426501|4112, rue Saint-Hubert|45.523008500000000000|Condo||
2013-07-12|Le Plateau-Mont-Royal|| 1910||-73.587115900000010000|6|1|96.70|425122|4-4445, avenue de l'Esplanade|45.518014500000000000|Condo||
2013-07-25|Rosemont / La Petite Patrie|1| 2010|220000|-73.593170800000000000|3|1|59.92|433861|4-5703, rue de la Roche|45.535325600000000000|Condo||
2013-09-25|Le Plateau-Mont-Royal|| 1910||-73.569995899999980000|7|1| 117.2|426816|3486, avenue de l'Hôtel de Ville|45.515258000000000000|Condo||
2013-06-03|Mercier / Hochelaga / Maisonneuve|| 2008|211000|-73.545422799999980000|4|1|65.78|422150|4-2142, avenue Bourbonnière|45.548616600000000000|Condo||
2014-02-28|Côte-des-Neiges / Notre-Dame-de-Grâce|1| 2012|179500|-73.629493000000020000|3|1|52.68|442757|207-2885, avenue Barclay|45.509298500000000000|Condo||
2013-09-18|Rivière des Prairies|| 1994||-73.562856799999960000||1|77.30|441726|12100, boulevard Rivière des Prairies|45.652039700000000000|Bungalow||
2013-12-04|Saint-Laurent|2| 2010||-73.707092699999980000|4|1|88.26|426324|625-4885, boulevard Henri Bourassa Ouest|45.522477300000000000|Condo|1|
2013-08-12|Villeray / St-Michel / Parc-Extension|4||599000|-73.622974900000030000||1||422698|7812-7814, avenue Chateaubriand|45.544244300000000000|Duplex||
2014-05-08|Ahuntsic / Cartierville|3||839000|-73.626775599999970000||2||433305|8413, avenue André Grasset|45.553821900000000000|Quadruplex||
2013-08-07|L'Ile Des Soeurs|2| 2012|365000|-73.537977962150760000|4|1||434411|199, rue de la Rotonde, unité 904|45.473791249494870000|Condo|1|
2013-10-02|Griffintown|1||251583|-73.566769659573770000||1||433394|Le Canal - Bureau des ventes: 50 rue des Seigneurs|45.486608329106105000|Condo||
2013-07-10|Pierrefonds / Roxboro|||829000|-73.800231899999970000|6|3|160.54|428525|493, boulevard Saraguay Est|45.512400000000000000|Maison 2 étages||
2013-07-17|Saint-Laurent|| 1999|419000|-73.703785299999990000|8|1||434461|1635, rue de l'Everest|45.512923500000000000|Maison en rangée / de ville||
2013-09-23|L'Ile Des Soeurs|2| 1978|349000|-73.540460900000000000|4|2|104.79|434279|160-150, rue berlioz|45.461018400000000000|Condo|1|
2013-08-30|Montréal-Nord|7|||-73.634593399999970000||3||292938|5425 à 5429, rue Léopold Pouliot|45.614183600000000000|Duplex||
2014-04-17|Mercier / Hochelaga / Maisonneuve|3| 1910|378000|-73.543715499999960000|10|1|222.97|428799|3450, rue la Fontaine|45.543048400000000000|Condo||
2013-08-02|Montréal-Nord|| 1946|329000|-73.639235758335870000|7|1|139.35|428262|11817, avenue Drapeau|45.602495113228110000|Maison 2 étages||
2014-02-28|Le Plateau-Mont-Royal|3| 1910|479000|-73.589261599999990000|7|2|134.06|430929|216, boulevard Saint-Joseph Est|45.524647100000000000|Condo||
2014-06-17|Pointe-Claire|| 1987|585000|-73.805487999999970000|9|2|213.68|425534|87, avenue Saddlewood|45.447676400000000000|Maison 2 étages||
2013-08-30|L'Ile Des Soeurs|2| 2012|510000|-73.538015898448060000|4|2|104.05|434412|199, rue de la Rotonde, unité 906|45.473835787655530000|Condo|1|
2013-12-14|Saint-Laurent|2| 1989|204800|-73.705651600000010000|6|1||410368|212-4655, boulevard Henri-Bourassa Ouest|45.523136500000000000|Condo|1|
2013-06-14|Le Sud-Ouest|| 1985||-73.568647100000020000|7|1|98.66|428180|6-1420, rue Saint-Jacques|45.492769500000000000|Condo|1|
2013-05-28|Villeray / St-Michel / Parc-Extension|||468500|-73.628918900000030000||||427873|8024-8026, rue Henri-Julien|45.541023200000000000|Duplex||
2013-11-14|Rosemont / La Petite Patrie|2| 2011|435000|-73.557617100000020000|5|1|83.61|433853|807-4900, boulevard de l'Assomption|45.572604600000000000|Condo|1|
2013-08-30|Griffintown|2| 2014|244000|-73.558274400000000000||1|68.75|455237|Le Murray Griffintown - 164, Rue Murray, unité D-806|45.480884300000000000|Condo||
2013-06-27|Lachine||||-73.694676500000010000|11|2|120.03|129372|3349, rue Dalbé Viau|45.444169700000000000|Maison 3 étages||
2013-07-18|Le Plateau-Mont-Royal|| 1910||-73.566436599999970000|5|1|92.90|433896|4225, rue Parthenais|45.534305400000000000|Condo||
2013-10-02|Griffintown|1| 2009|234900|-73.561005799999970000|3|1||429322|216-400, rue de l'Inspecteur|45.496573400000000000|Condo||
2013-07-23|Rosemont / La Petite Patrie|2| 2011|239000|-73.584307099999990000|4|1|74.97|427611|202-5795, d'Iberville|45.545656600000000000|Condo||
2013-05-30|L'Ile Des Soeurs|1| 1992|264000|-73.554797172546380000|4|1|68.01|381111|611-201, chemin du Club Marin|45.459468410829400000|Condo|1|
2013-12-31|Mercier / Hochelaga / Maisonneuve|1| 1910|165000|-73.539759199999990000|4|1|61.32|424856|3770, rue Adam|45.545771200000000000|Condo||
2013-08-01|Mercier / Hochelaga / Maisonneuve|2| 1992||-73.547379999999970000|5|1|88.50|427615|4-2588, avenue Bennett|45.557192246058044000|Condo|1|
2013-06-12|Côte-des-Neiges / Notre-Dame-de-Grâce|6||399000|-73.641316500000020000||3||428731|5500 à 5502, avenue Bourret|45.485669400000000000|Duplex||
2013-05-31|Verdun|| 1950||-73.583363200000010000|13|3|190.64|427505|1241, rue Stephens|45.445189300000000000|Jumelé||
2013-08-26|Saint-Laurent|2| 1981||-73.669643800000020000|4|1|93.83|428345|305-725, place Fortier|45.520661300000000000|Condo|1|
2013-06-15|Rosemont / La Petite Patrie|4| 1931||-73.598374299999990000|6|2|95.41|409579|6715, avenue de Lorimier|45.547311300000000000|Condo||
